,ride_id,seat_number,payment_method,payment_receipt,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity,Year,Month,Day,Hour,Minutes,number_of_ticket
1909,6614,1,Mpesa,O0X8FZXNRF,2018-03-11,5:00,7,Nairobi,1,11,2018,3,11,5,0,2
1910,6603,10A,Mpesa,YZONUBL8RO,2017-12-05,7:14,14,Nairobi,0,49,2017,12,5,7,14,21
1911,6603,9A,Mpesa,ZXBBFEIEND,2017-12-05,7:14,14,Nairobi,0,49,2017,12,5,7,14,21
1912,6618,1A,Mpesa,MFW163WPOJ,2017-12-05,7:15,9,Nairobi,0,49,2017,12,5,7,15,21
1913,6599,19B,Mpesa,4KFWLNQWW1,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
1914,6603,7A,Mpesa,AZ960AJP9P,2017-12-05,7:14,14,Nairobi,0,49,2017,12,5,7,14,21
1915,6599,20B,Mpesa,JFFCUPYWT3,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
1916,6599,14A,Mpesa,FYPF5MGC9B,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
1917,6598,23A,Mpesa,IQLTODE2HL,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1918,6621,1A,Mpesa,CGIFCWQS9R,2018-03-11,7:04,7,Nairobi,0,49,2018,3,11,7,4,1
1919,6622,2B,Mpesa,X8ND5C9MLT,2018-03-11,7:06,7,Nairobi,0,49,2018,3,11,7,6,24
1920,6623,6B,Mpesa,7I6PSOVFD5,2018-03-11,7:14,7,Nairobi,0,49,2018,3,11,7,14,1
1921,6624,1,Mpesa,BTIMFZJ31S,2018-03-11,11:00,7,Nairobi,1,11,2018,3,11,11,0,1
1922,6598,21A,Mpesa,8O64VU8BQU,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1923,6625,7,Mpesa,3M4HHOUIXH,2018-03-11,10:58,7,Nairobi,1,11,2018,3,11,10,58,4
1924,6625,6,Mpesa,BSXAZUVD9Z,2018-03-11,10:58,7,Nairobi,1,11,2018,3,11,10,58,4
1925,6626,24A,Mpesa,EMYSIBGRSV,2017-12-05,7:09,14,Nairobi,0,49,2017,12,5,7,9,4
1926,6625,4,Mpesa,ALSQECBBXU,2018-03-11,10:58,7,Nairobi,1,11,2018,3,11,10,58,4
1927,6625,1,Mpesa,GN1HSHKWN7,2018-03-11,10:58,7,Nairobi,1,11,2018,3,11,10,58,4
1928,6627,6,Mpesa,VC13NF2BT0,2018-03-11,10:57,7,Nairobi,1,11,2018,3,11,10,57,6
1929,6627,9,Mpesa,GKPGPTPJ0E,2018-03-11,10:57,7,Nairobi,1,11,2018,3,11,10,57,6
1930,6627,8,Mpesa,HZ4PPB4JXX,2018-03-11,10:57,7,Nairobi,1,11,2018,3,11,10,57,6
1931,6627,2,Mpesa,CDTBWNQX6L,2018-03-11,10:57,7,Nairobi,1,11,2018,3,11,10,57,6
1932,6627,5,Mpesa,T6UOTDOCA3,2018-03-11,10:57,7,Nairobi,1,11,2018,3,11,10,57,6
1933,6627,3,Mpesa,C2FEZMBBYT,2018-03-11,10:57,7,Nairobi,1,11,2018,3,11,10,57,6
1934,6628,1X,Mpesa,FNZDLGTTGX,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1935,6628,10,Mpesa,ZP60WPRIRQ,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1936,6628,9,Mpesa,USOGIC52UV,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1937,6603,25,Mpesa,FJNPQZAGU3,2017-12-05,7:14,14,Nairobi,0,49,2017,12,5,7,14,21
1938,6628,8,Mpesa,WT8Z7U7HZT,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1939,6628,6,Mpesa,JQCR1LPAFW,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1940,6598,20A,Mpesa,C3DWPAQRKK,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1941,6628,3,Mpesa,WAHXDAHV7H,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1942,6628,2,Mpesa,AOKHJVASTX,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1943,6628,7,Mpesa,JB0CXDE0WH,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1944,6628,4,Mpesa,HUZ3S7HPNQ,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1945,6628,1,Mpesa,A9L9VUJDKD,2018-03-11,10:56,7,Nairobi,1,11,2018,3,11,10,56,10
1946,6629,1X,Mpesa,ZSZTXDVZN0,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1947,6629,8,Mpesa,NACSL9VQGQ,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1948,6629,9,Mpesa,EZOU7RY0BM,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1949,6629,7,Mpesa,CL68CTA1XB,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1950,6629,4,Mpesa,FUPCQYXZFL,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1951,6630,7,Mpesa,PWVZEWGY99,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1952,6630,1X,Mpesa,OFJO03OPXP,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1953,6630,3,Mpesa,ZRWKSD07YB,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1954,6629,10,Mpesa,WURSZYN5TG,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1955,6631,9,Mpesa,BLV0D0OSQK,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1956,6631,3,Mpesa,ZVBQOG4NXW,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1957,6629,5,Mpesa,FDDS2JPZN5,2018-03-11,10:55,7,Nairobi,1,11,2018,3,11,10,55,7
1958,6631,8,Mpesa,V7IAXRFRXP,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1959,6630,10,Mpesa,NLN535WWQA,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1960,6630,9,Mpesa,88SUNVULQK,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1961,6630,8,Mpesa,UUZ6NANMCB,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1962,6622,8A,Mpesa,9UYXC3QLCO,2018-03-11,7:06,7,Nairobi,0,49,2018,3,11,7,6,24
1963,6630,6,Mpesa,CD8WCRBTQW,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1964,6630,4,Mpesa,BUX5OWB80X,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1965,6630,2,Mpesa,G9UBDLINZ9,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1966,6631,1X,Mpesa,XFYCLSJXMU,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1967,6631,10,Mpesa,YZ2TDURGYP,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1968,6598,14A,Mpesa,HVJ0FQBAIC,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1969,6631,6,Mpesa,QEO2HLJ0G6,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1970,6631,7,Mpesa,DWP5J7DZAQ,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1971,6630,5,Mpesa,NGWI0KW4SM,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1972,6631,5,Mpesa,PKGFUNAPQF,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1973,6630,1,Mpesa,SBDESCI8LK,2018-03-11,10:54,7,Nairobi,1,11,2018,3,11,10,54,11
1974,6631,4,Mpesa,EPEDLTZT7G,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1975,6632,10,Mpesa,CU7AMUDVL7,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1976,6632,9,Mpesa,HJGSQ3DO8Q,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1977,6632,8,Mpesa,THSIXUZ7HR,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1978,6632,7,Mpesa,QLUKNPVZIS,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1979,6631,1,Mpesa,CBJU2KGAJS,2018-03-11,10:53,7,Nairobi,1,11,2018,3,11,10,53,10
1980,6632,1X,Mpesa,4O0CGVWIS9,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1981,6603,24A,Mpesa,XVI6OIXMG9,2017-12-05,7:14,14,Nairobi,0,49,2017,12,5,7,14,21
1982,6632,1,Mpesa,ERQUWMK1BR,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1983,6632,6,Mpesa,LDF1FSWWH1,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1984,6632,4,Mpesa,GXH5MHRYBE,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1985,6632,5,Mpesa,CYMAQUIUSC,2018-03-11,10:52,7,Nairobi,1,11,2018,3,11,10,52,9
1986,6633,1,Mpesa,R07P64J2S7,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1987,6594,23A,Mpesa,WYWODH444C,2017-12-05,7:05,14,Nairobi,0,49,2017,12,5,7,5,5
1988,6598,5A,Mpesa,S9UJUXXHBU,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1989,6633,9,Mpesa,VGMSGPU5VM,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1990,6633,5,Mpesa,UXKAQ3JFSM,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1991,6633,3,Mpesa,HD4SNCWJVN,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1992,6598,10A,Mpesa,TQ8VXYFGCS,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1993,6633,6,Mpesa,NH674PACMQ,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1994,6633,7,Mpesa,3TJXBTSEIF,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1995,6633,1X,Mpesa,PFQNZM4I4A,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1996,6633,8,Mpesa,SB0TMF2B8C,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
1997,6634,6,Mpesa,BIAJRHADEQ,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
1998,6598,17B,Mpesa,ZTJAPTOAA6,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
1999,6633,10,Mpesa,XGIAYAMBXY,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
2000,6634,7,Mpesa,ZQTOWK4JEK,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2001,6634,1X,Mpesa,BNTCAY0ITS,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2002,6634,3,Mpesa,UPZ64F9V6H,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2003,6635,10,Mpesa,QRV9DPH54H,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2004,6635,8,Mpesa,F2HNPIZ7KL,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2005,6634,10,Mpesa,PGQIP9M49W,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2006,6634,9,Mpesa,XWTVREFYAK,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2007,6634,8,Mpesa,XQBLKAZQBZ,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2008,6636,1A,Mpesa,YQ8NBLQR3A,2017-12-05,7:06,6,Nairobi,0,49,2017,12,5,7,6,10
2009,6598,18B,Mpesa,QZTSIWXJVU,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2010,6633,4,Mpesa,KZE9J2FZTF,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
2011,6633,2,Mpesa,E6T4DDPVXG,2018-03-11,10:51,7,Nairobi,1,11,2018,3,11,10,51,11
2012,6635,1X,Mpesa,QMPBWSHLAK,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2013,6635,3,Mpesa,BT7PTRB8EZ,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2014,6637,1X,Mpesa,FAX6ICM8AH,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2015,6598,16B,Mpesa,CMZJCPCIMS,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2016,6598,3B,Mpesa,MDMKTXUUWJ,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2017,6635,2,Mpesa,QYIDPCYHVL,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2018,6634,1,Mpesa,I9ROMPRRDF,2018-03-11,10:50,7,Nairobi,1,11,2018,3,11,10,50,8
2019,6635,9,Mpesa,3IHMNA9NML,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2020,6635,7,Mpesa,EP0SZUINCW,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2021,6635,6,Mpesa,T7XCFDJDCW,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2022,6637,9,Mpesa,VAPNZ4ZSWO,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2023,6635,4,Mpesa,76K1BTJMBV,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2024,6635,5,Mpesa,9Q5XU0VGF8,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2025,6635,1,Mpesa,74NEOLABUF,2018-03-11,10:40,7,Nairobi,1,11,2018,3,11,10,40,11
2026,6637,3,Mpesa,2OQJRJ74BI,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2027,6599,3B,Mpesa,KGC0JEBW7J,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
2028,6599,23A,Mpesa,V0HOQSRSVO,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
2029,6637,6,Mpesa,YQMYAPCZ3H,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2030,6637,10,Mpesa,V88BMNN9BH,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2031,6599,20A,Mpesa,4KYJYI7DBM,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
2032,6626,7B,Mpesa,48Q8PESF93,2017-12-05,7:09,14,Nairobi,0,49,2017,12,5,7,9,4
2033,6598,19A,Mpesa,FP0OYJW6CQ,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2034,6637,5,Mpesa,8KYNMBIHBN,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2035,6637,8,Mpesa,CZJBXVUDE6,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2036,6637,2,Mpesa,0RLILWGL47,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2037,6637,4,Mpesa,LYS53JHUGU,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2038,6637,1,Mpesa,UKWFA8TSZ3,2018-03-11,10:30,7,Nairobi,1,11,2018,3,11,10,30,10
2039,6638,6,Mpesa,BRA3PBHRJO,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2040,6638,10,Mpesa,LALGTA6MWN,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2041,6638,9,Mpesa,D3CJEGYBTK,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2042,6638,8,Mpesa,BXJC4ZLPCU,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2043,6638,5,Mpesa,MIAP7N9POJ,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2044,6638,1X,Mpesa,BFONQEU9WE,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2045,6638,2,Mpesa,RYZAJERY0D,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2046,6598,1B,Mpesa,WHTMA4GHFH,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2047,6638,7,Mpesa,QJPK2ZORN6,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2048,6638,4,Mpesa,X1PN12LL4L,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2049,6638,3,Mpesa,8DQORWE2EU,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2050,6639,2,Mpesa,2HKN32ZSZJ,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2051,6639,1X,Mpesa,VK41WYIW2G,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2052,6639,10,Mpesa,Z2VDKNYHWO,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2053,6639,8,Mpesa,G7JFISCE4U,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2054,6638,1,Mpesa,JLPMFTGQRI,2018-03-11,10:20,7,Nairobi,1,11,2018,3,11,10,20,11
2055,6639,9,Mpesa,TWNAAJQAKR,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2056,6639,5,Mpesa,5M8XYDPTL4,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2057,6639,4,Mpesa,XQI6EUA3NB,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2058,6639,3,Mpesa,LO6VVNK2B7,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2059,6639,7,Mpesa,RLGYAADY9G,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2060,6639,6,Mpesa,FLAWAY41B2,2018-03-11,10:10,7,Nairobi,1,11,2018,3,11,10,10,10
2061,6640,1,Mpesa,LMMFPPDH2V,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2062,6640,10,Mpesa,1LAFBXLVQE,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2063,6612,18A,Mpesa,YRLSV2IKFR,2017-12-05,7:10,1,Nairobi,0,49,2017,12,5,7,10,8
2064,6640,9,Mpesa,9NFV3SPZDB,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2065,6640,8,Mpesa,UKQT3GSXHG,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2066,6640,5,Mpesa,XHGOSSWWNG,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2067,6640,1X,Mpesa,C16PCJXEFF,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2068,6640,7,Mpesa,KIVY7UKLJE,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2069,6640,6,Mpesa,0JXAQAQHLU,2018-03-11,10:00,7,Nairobi,1,11,2018,3,11,10,0,8
2070,6641,5,Mpesa,RG3OFRXAIL,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2071,6641,2,Mpesa,EJETNADCHP,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2072,6641,1,Mpesa,TYXIVR4JLQ,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2073,6598,4B,Mpesa,GS84FFNPEW,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2074,6641,10,Mpesa,249CS45Y7S,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2075,6641,9,Mpesa,P0NYFHTLRX,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2076,6641,8,Mpesa,19YAZ1CDT4,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2077,6642,5,Mpesa,WMYDU7HE32,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2078,6642,8,Mpesa,1BH9ICXXCL,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2079,6642,2,Mpesa,OMQJ0L5APQ,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2080,6642,3,Mpesa,SXB3JF7LOO,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2081,6642,1X,Mpesa,5VNDESLIP5,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2082,6641,7,Mpesa,PBRJV26XXD,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2083,6641,6,Mpesa,KXML05XRWO,2018-03-11,9:50,7,Nairobi,1,11,2018,3,11,9,50,8
2084,6642,10,Mpesa,XKG7VWOPV2,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2085,6642,9,Mpesa,PHMKZNKFRO,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2086,6642,4,Mpesa,ZF6UWIC7SG,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2087,6642,1,Mpesa,L2RB7CCT0N,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2088,6643,1,Mpesa,TX3TNLWKQ9,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2089,6643,1X,Mpesa,YESAO2EUAH,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2090,6642,7,Mpesa,WEJWGFK1CW,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2091,6642,6,Mpesa,SV5OWXRUCF,2018-03-11,9:40,7,Nairobi,1,11,2018,3,11,9,40,11
2092,6644,5,Mpesa,XO6PEUBBDC,2017-12-05,5:00,5,Nairobi,1,11,2017,12,5,5,0,2
2093,6599,21A,Mpesa,X7WTZ9WOED,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
2094,6643,10,Mpesa,ETIU46RQLG,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2095,6643,9,Mpesa,F9ISF7NBWK,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2096,6643,8,Mpesa,D9X7LCWCFL,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2097,6643,5,Mpesa,4M9QWOWEYE,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2098,6643,6,Mpesa,J5QEL9L1OO,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2099,6643,4,Mpesa,PMRAORIOA3,2018-03-11,9:30,7,Nairobi,1,11,2018,3,11,9,30,8
2100,6599,13A,Mpesa,NPQ2LKF72L,2017-12-05,7:09,1,Nairobi,0,49,2017,12,5,7,9,27
2101,6645,8,Mpesa,POFOA2T5N7,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2102,6598,12A,Mpesa,NKBFGT3801,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2103,6646,10,Mpesa,JAXRJ6TMGW,2017-12-05,9:00,4,Nairobi,1,11,2017,12,5,9,0,2
2104,6646,9,Mpesa,LTTD3IC5GH,2017-12-05,9:00,4,Nairobi,1,11,2017,12,5,9,0,2
2105,6645,1,Mpesa,IH3TGW4X68,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2106,6645,2,Mpesa,VM2E12H7W7,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2107,6594,23B,Mpesa,NY9SR9Q1SV,2017-12-05,7:05,14,Nairobi,0,49,2017,12,5,7,5,5
2108,6594,24B,Mpesa,EGNTZ6NB5Q,2017-12-05,7:05,14,Nairobi,0,49,2017,12,5,7,5,5
2109,6645,10,Mpesa,VTIZRTWXXK,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2110,6647,1,Mpesa,ZVKNLISY69,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2111,6648,1,Mpesa,CWJUWLHVZT,2017-12-05,5:10,5,Nairobi,1,11,2017,12,5,5,10,1
2112,6645,4,Mpesa,KDTX2V2HQT,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2113,6645,3,Mpesa,713OANEY9P,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2114,6645,9,Mpesa,LJAXYMHKCW,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2115,6645,7,Mpesa,WVXA0WBI1Y,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2116,6645,6,Mpesa,YLITYADHQL,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2117,6645,1X,Mpesa,KR1YYANFMC,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2118,6645,5,Mpesa,65OJGKR2HD,2018-03-11,9:20,7,Nairobi,1,11,2018,3,11,9,20,11
2119,6647,5,Mpesa,P6XSI8JEBC,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2120,6647,7,Mpesa,07HZWR5W0Y,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2121,6647,6,Mpesa,TXOYKNBTGE,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2122,6647,8,Mpesa,I0ZX8Q3LVY,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2123,6647,1X,Mpesa,ISP7ANCYWS,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2124,6649,10,Mpesa,P8MDEL42X5,2018-03-11,9:00,7,Nairobi,1,11,2018,3,11,9,0,8
2125,6647,10,Mpesa,DWAES2RCBZ,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2126,6647,9,Mpesa,7ANSE73OOJ,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2127,6647,4,Mpesa,K54ATCPVWC,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2128,6647,3,Mpesa,FTD7YIPLTK,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2129,6647,2,Mpesa,KUYKOCFUAH,2018-03-11,9:10,7,Nairobi,1,11,2018,3,11,9,10,11
2130,6649,1X,Mpesa,MC7Y9CAOML,2018-03-11,9:00,7,Nairobi,1,11,2018,3,11,9,0,8
2131,6649,9,Mpesa,5JFHWPSJKL,2018-03-11,9:00,7,Nairobi,1,11,2018,3,11,9,0,8
2132,6598,14B,Mpesa,SWE17XABOM,2017-12-05,7:12,9,Nairobi,0,49,2017,12,5,7,12,25
2133,6649,8,Mpesa,74ZLI2NKL7,2018-03-11,9:00,7,Nairobi,1,11,2018,3,11,9,0,8
2134,6649,1,Mpesa,KQQRFTPDEF,2018-03-11,9:00,7,Nairobi,1,11,2018,3,11,9,0,8
2135,6649,3,Mpesa,2CP6J2OKWJ,2018-03-11,9:00,7,Nairobi,1,11,2018,3,11,9,0,8
