ride_id,seat_number,payment_method,payment_receipt,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity
7076,9,Mpesa,ZRRJHJPO2Y,2018-03-05,7:40,Kisii,Nairobi,shuttle,11
7076,8,Mpesa,CE3UMRNRKZ,2018-03-05,7:40,Kisii,Nairobi,shuttle,11
7045,20B,Mpesa,VUXIGKJVAA,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7076,4,Mpesa,DHNNIQSFWW,2018-03-05,7:40,Kisii,Nairobi,shuttle,11
7076,3,Mpesa,FLRN3RUI3M,2018-03-05,7:40,Kisii,Nairobi,shuttle,11
7076,1X,Mpesa,QVKCYJBR9M,2018-03-05,7:40,Kisii,Nairobi,shuttle,11
7045,20A,Mpesa,ZYKPHWOUOA,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7045,14A,Mpesa,VBWAF1SCLX,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7029,12B,Mpesa,BWJQZBEKYS,2017-12-10,7:09,Homa Bay,Nairobi,Bus,49
7076,2,Mpesa,VYWBRJXUJ1,2018-03-05,7:40,Kisii,Nairobi,shuttle,11
7077,1,Mpesa,YEARNTKBV1,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7077,9,Mpesa,GJMK8X8VOB,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7077,10,Mpesa,54YSP2FYIZ,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7045,19A,Mpesa,PSW2GRGAOK,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7077,8,Mpesa,VMAPJNQ76B,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7077,1X,Mpesa,EKVMEYNKGN,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7045,7A,Mpesa,GXKG5CWCLW,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7045,13B,Mpesa,INNNPFMT0F,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7077,5,Mpesa,NDOWJGFKCH,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7077,2,Mpesa,25NSHEJ3W8,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7077,4,Mpesa,ACTTXR4Q79,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7045,23A,Mpesa,K2A2DUJWMN,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7078,7,Mpesa,FDM83BCLGX,2018-03-05,7:20,Kisii,Nairobi,shuttle,11
7078,6,Mpesa,ZKOCPVN81D,2018-03-05,7:20,Kisii,Nairobi,shuttle,11
7045,21B,Mpesa,UEKHUVIMSO,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7045,22A,Mpesa,1TFHSE5NYO,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7045,22B,Mpesa,2MHWWOAG6C,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7078,3,Mpesa,9T6TJHG2SA,2018-03-05,7:20,Kisii,Nairobi,shuttle,11
7077,7,Mpesa,CV7SEBF5H9,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7077,6,Mpesa,Y6CREMRMKM,2018-03-05,7:30,Kisii,Nairobi,shuttle,11
7045,21A,Mpesa,LZGHQ8YHGC,2018-03-05,7:06,Kisii,Nairobi,Bus,49
7078,5,Mpesa,OG9O9SV4CS,2018-03-05,7:20,Kisii,Nairobi,shuttle,11
7078,1X,Mpesa,SMENIDI02K,2018-03-05,7:20,Kisii,Nairobi,shuttle,11
7079,1,Mpesa,LBRQLY81LV,2018-03-05,5:00,Kisii,Nairobi,shuttle,11
7079,10,Mpesa,0HXYRLFQR8,2018-03-05,5:00,Kisii,Nairobi,shuttle,11
7079,9,Mpesa,OTJHZZKJHR,2018-03-05,5:00,Kisii,Nairobi,shuttle,11
7029,21A,Mpesa,LORGJZIU7M,2017-12-10,7:09,Homa Bay,Nairobi,Bus,49
7028,18A,Mpesa,W8DTN2QIGY,2017-12-10,7:12,Migori,Nairobi,Bus,49
7083,3,Mpesa,IPUHMFVDSJ,2017-12-10,5:00,Kijauri,Nairobi,shuttle,11
7082,1,Mpesa,NDDDVC0LKL,2018-03-04,6:30,Kisii,Nairobi,shuttle,11
7051,8B,Mpesa,21NDAOJVXX,2017-12-10,7:14,Rongo,Nairobi,Bus,49
7051,7B,Mpesa,NB7YU6ZEO0,2017-12-10,7:14,Rongo,Nairobi,Bus,49
7029,20B,Mpesa,E0RNV3RMCP,2017-12-10,7:09,Homa Bay,Nairobi,Bus,49
7091,22B,Mpesa,SVW7OBT0VX,2017-12-10,7:13,Migori,Nairobi,Bus,49
7083,2,Mpesa,ZR00PUFJFO,2017-12-10,5:00,Kijauri,Nairobi,shuttle,11
7095,10,Mpesa,2LMTTYAT12,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,9,Mpesa,UA1Q5LXBSN,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,8,Mpesa,N73F0GXQAH,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,7,Mpesa,VYOLUNZIIJ,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,6,Mpesa,VC8FZLOXJ9,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7028,3A,Mpesa,QFLLUEMIKP,2017-12-10,7:12,Migori,Nairobi,Bus,49
7095,5,Mpesa,JU0TSOUFUA,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,4,Mpesa,I8GDZGHVT2,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,3,Mpesa,CNFLQ97BXM,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,2,Mpesa,GGD0RQPWNL,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,1X,Mpesa,BL5ECOGW34,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7095,1,Mpesa,L7F5LP90HC,2018-03-04,6:58,Kisii,Nairobi,shuttle,11
7096,1B,Mpesa,TGDXXIEJWB,2018-03-04,19:03,Kisii,Nairobi,Bus,49
7082,9,Mpesa,RC9XQA7PGX,2018-03-04,6:30,Kisii,Nairobi,shuttle,11
7097,1X,Mpesa,AYDQHSIDMS,2018-03-04,10:52,Kisii,Nairobi,shuttle,11
7098,1A,Mpesa,3MJDK9RKAK,2017-12-10,7:07,Kijauri,Nairobi,Bus,49
7099,1,Mpesa,J7IXCK5NN5,2018-03-04,6:20,Kisii,Nairobi,shuttle,11
7082,8,Mpesa,ITIBB4YDHU,2018-03-04,6:30,Kisii,Nairobi,shuttle,11
7100,2,Mpesa,LFXLKLZQ0A,2018-03-04,11:07,Kisii,Nairobi,shuttle,11
7100,4,Mpesa,3NFGNRVF8X,2018-03-04,11:07,Kisii,Nairobi,shuttle,11
7100,6,Mpesa,VK1GRAAZ9Q,2018-03-04,11:07,Kisii,Nairobi,shuttle,11
7101,8,Mpesa,FYL9HRBQ7L,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7101,3,Mpesa,QQDXZOZB9K,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7101,1X,Mpesa,Q72WWAJI4K,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7102,4,Mpesa,VEWFLA1JDM,2017-12-10,6:50,Kijauri,Nairobi,shuttle,11
7100,1X,Mpesa,ALK7LPPI93,2018-03-04,11:07,Kisii,Nairobi,shuttle,11
7100,1,Mpesa,XHXJQOKSSW,2018-03-04,11:07,Kisii,Nairobi,shuttle,11
7101,2,Mpesa,BMIIM2ZJ8K,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7101,6,Mpesa,5DFQWGNIZW,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7101,4,Mpesa,1CHUXQVLTZ,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7101,5,Mpesa,FLZYF8ECFB,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7103,1X,Mpesa,LJURZ6F9ZN,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7101,7,Mpesa,GPGTRM0ATL,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7104,20B,Mpesa,WUHWUJZMIK,2017-12-10,7:15,Rongo,Nairobi,Bus,49
7103,3,Mpesa,7VRVPMXHQL,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7103,2,Mpesa,F9BQHQJGCD,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7018,11B,Mpesa,LRFDLRY0PF,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7103,4,Mpesa,DGU3T9A234,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7103,10,Mpesa,KZW3K66XAY,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7103,9,Mpesa,PRYAUJNG1D,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7018,19A,Mpesa,0XB4FI5UA6,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7103,8,Mpesa,PMN1UZDFRE,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7103,5,Mpesa,FWIMPVJFAY,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7101,1,Mpesa,R6TO0DIX6H,2018-03-04,11:06,Kisii,Nairobi,shuttle,11
7103,7,Mpesa,FAOXTYHOIV,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7103,6,Mpesa,QSTHDMFWH9,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7105,1X,Mpesa,OWTAA12J4S,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7106,14A,Mpesa,9WFB15KYDQ,2018-03-04,7:07,Kisii,Nairobi,Bus,49
7018,16A,Mpesa,APIFU0UJWJ,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7105,10,Mpesa,S72C3QDERV,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7105,9,Mpesa,GWREODIIJM,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7103,1,Mpesa,G705DJMLNZ,2018-03-04,11:05,Kisii,Nairobi,shuttle,11
7105,7,Mpesa,CJ1KTXXY0M,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7105,5,Mpesa,APYPOOMMKI,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7018,17B,Mpesa,DFOKB0H2CP,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7018,14B,Mpesa,WROZWO2JYR,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7018,13B,Mpesa,6GAPHY8ISZ,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7105,1,Mpesa,REDI6JXKSY,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7105,8,Mpesa,SNKCLGNZAU,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7105,2,Mpesa,GPX4RF4AIX,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7018,2A,Mpesa,DWOS15FHXQ,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7018,1B,Mpesa,SDTFDVYHEU,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7105,6,Mpesa,V6N5VJFWZ0,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7105,4,Mpesa,PS5GVQVGEN,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7018,20B,Mpesa,EUBWTKLE98,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7018,19B,Mpesa,TTGCAU9X6B,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7105,3,Mpesa,DUS6ALCCI0,2018-03-04,11:04,Kisii,Nairobi,shuttle,11
7108,3,Mpesa,QJKLPGKPJR,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7108,1,Mpesa,1PTC8BQFQS,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7108,9,Mpesa,IZU6EHB1KW,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7108,8,Mpesa,W8ZLDAJIZF,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7018,21B,Mpesa,5XWU8V22XN,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7108,2,Mpesa,RGCINXDOQG,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7108,6,Mpesa,UDQBEFDXJI,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7108,10,Mpesa,BXD0T11SYK,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7107,1,Mpesa,STAUA6CH1A,2018-03-04,8:00,Kisii,Nairobi,shuttle,11
7109,3A,Mpesa,IXI52QUP1V,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,18A,Mpesa,4ZQVFCLVGA,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,17A,Mpesa,ZQ9DAHRBF3,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,14A,Mpesa,UAG7POEHKI,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,23A,Mpesa,ZBDCTD066Z,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,25,Mpesa,EXV7AVJFCX,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7110,2A,Mpesa,LWLQONUTP6,2017-12-10,7:15,Migori,Nairobi,Bus,49
7018,22B,Mpesa,FHGMACDVGU,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7111,10B,Mpesa,KFDKAYENPY,2017-12-10,7:06,Keroka,Nairobi,Bus,49
7018,18A,Mpesa,E7RMROOWCJ,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7110,5A,Mpesa,R82IIP3TN8,2017-12-10,7:15,Migori,Nairobi,Bus,49
7018,20A,Mpesa,PRYSYMD7W6,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7112,2B,Mpesa,XZS8NLWSJF,2017-12-10,7:00,Migori,Nairobi,Bus,49
7112,1B,Mpesa,SE4VGBIRZM,2017-12-10,7:00,Migori,Nairobi,Bus,49
7112,3A,Mpesa,G3EOCRMO6Q,2017-12-10,7:00,Migori,Nairobi,Bus,49
7113,18B,Mpesa,X9KHAOMOMV,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7018,4A,Mpesa,VPXFLNDXVJ,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7110,25,Mpesa,KDGB7WRXGA,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,21B,Mpesa,SJK89ZJPVK,2017-12-10,7:15,Migori,Nairobi,Bus,49
7113,15B,Mpesa,GZAVJMXRH5,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7110,16A,Mpesa,V4CPFXRH0Q,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,12B,Mpesa,6JNPH3JYEY,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,11B,Mpesa,2WDIGXWUGK,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,15A,Mpesa,GGMIDBFUWN,2017-12-10,7:15,Migori,Nairobi,Bus,49
7114,17A,Mpesa,XZGMDNPMNS,2017-12-10,7:06,Kijauri,Nairobi,Bus,49
7028,17A,Mpesa,2SHROOXN6G,2017-12-10,7:12,Migori,Nairobi,Bus,49
7110,8A,Mpesa,RSZ3YLKFXU,2017-12-10,7:15,Migori,Nairobi,Bus,49
7113,5B,Mpesa,U4MZODKRGV,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7110,7A,Mpesa,K8OYTVBYQU,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,9B,Mpesa,FMD7UC3TCC,2017-12-10,7:15,Migori,Nairobi,Bus,49
7113,3B,Mpesa,VJZAYJKURH,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7113,17A,Mpesa,VW2X52CLJ8,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7110,20A,Mpesa,O67CJKIZPI,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,22A,Mpesa,GXP0XY3C5C,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,19A,Mpesa,WXWUN9UNAC,2017-12-10,7:15,Migori,Nairobi,Bus,49
7113,10B,Mpesa,WUPII07HDX,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7109,23B,Mpesa,IPH5107AFX,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7113,6B,Mpesa,AFDODW5KHK,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7109,7B,Mpesa,W23ERJZNVR,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,8A,Mpesa,WNSMWM9CSB,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,2B,Mpesa,OKEUDRPWII,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,7A,Mpesa,J20CT4WI9M,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7110,23B,Mpesa,MO6SH7NZXT,2017-12-10,7:15,Migori,Nairobi,Bus,49
7109,9B,Mpesa,ZHSFJ1JQZL,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,10A,Mpesa,X8PXIVN8YV,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7029,17B,Mpesa,D820JSO03G,2017-12-10,7:09,Homa Bay,Nairobi,Bus,49
7028,20B,Mpesa,MUIREUQQQY,2017-12-10,7:12,Migori,Nairobi,Bus,49
7115,10,Mpesa,PN1YXFBATT,2017-12-10,5:30,Kijauri,Nairobi,shuttle,11
7115,3,Mpesa,UXZP3UEBHL,2017-12-10,5:30,Kijauri,Nairobi,shuttle,11
7115,2,Mpesa,FLKOKR5BBE,2017-12-10,5:30,Kijauri,Nairobi,shuttle,11
7115,1,Mpesa,RRKY4ZQQWV,2017-12-10,5:30,Kijauri,Nairobi,shuttle,11
7110,24B,Mpesa,NNOJQ1N3CV,2017-12-10,7:15,Migori,Nairobi,Bus,49
7109,6A,Mpesa,LERFOVB3M1,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7021,16B,Mpesa,DMDGUANUHC,2017-12-10,7:05,Rongo,Nairobi,Bus,49
7110,5B,Mpesa,NPPYA59RHK,2017-12-10,7:15,Migori,Nairobi,Bus,49
7018,21A,Mpesa,YR9J4YMUAT,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7028,4B,Mpesa,7ZZB3XIHXR,2017-12-10,7:12,Migori,Nairobi,Bus,49
7028,5B,Mpesa,CNDWSWKYUE,2017-12-10,7:12,Migori,Nairobi,Bus,49
7028,11A,Mpesa,QHXQOMWO9V,2017-12-10,7:12,Migori,Nairobi,Bus,49
7018,7B,Mpesa,5MDCM6ZBF2,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7110,17B,Mpesa,PLTBPQB9PI,2017-12-10,7:15,Migori,Nairobi,Bus,49
7018,7A,Mpesa,TPEJTICZSA,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7110,19B,Mpesa,IFK5VMM6J3,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,7B,Mpesa,NAAMUOW1VL,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,15B,Mpesa,NWK6GHKH13,2017-12-10,7:15,Migori,Nairobi,Bus,49
7028,1B,Mpesa,2ROHKFULMV,2017-12-10,7:12,Migori,Nairobi,Bus,49
7110,17A,Mpesa,1EYYVQR8OO,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,4A,Mpesa,N64WHD5ZE8,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,6B,Mpesa,QICHFTXPPR,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,11A,Mpesa,1T7PHQIHDA,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,6A,Mpesa,XSXKM1U7VP,2017-12-10,7:15,Migori,Nairobi,Bus,49
7021,1B,Mpesa,HVJHSCMOQ2,2017-12-10,7:05,Rongo,Nairobi,Bus,49
7028,6B,Mpesa,CLGIWOEY00,2017-12-10,7:12,Migori,Nairobi,Bus,49
7110,10A,Mpesa,JJOSBDC26D,2017-12-10,7:15,Migori,Nairobi,Bus,49
7018,16B,Mpesa,COFDJEY3VU,2017-12-10,7:04,Rongo,Nairobi,Bus,49
7110,14B,Mpesa,Q2MINHZYNJ,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,13B,Mpesa,Z0ZFQOH3Z8,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,12A,Mpesa,KHF6OCAROF,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,14A,Mpesa,MMSYWKRHFE,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,13A,Mpesa,CCUX8SUFN1,2017-12-10,7:15,Migori,Nairobi,Bus,49
7113,8A,Mpesa,7YMQQFNH1A,2017-12-10,7:04,Homa Bay,Nairobi,Bus,49
7110,8B,Mpesa,1UFVGP3QNH,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,3A,Mpesa,WRKOA5XBO6,2017-12-10,7:15,Migori,Nairobi,Bus,49
7110,9A,Mpesa,GPVXLWNBKI,2017-12-10,7:15,Migori,Nairobi,Bus,49
7109,24B,Mpesa,H2L15LW8HK,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7028,9A,Mpesa,QXE93BNZKB,2017-12-10,7:12,Migori,Nairobi,Bus,49
7109,22A,Mpesa,ZSTNLLOF72,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,3B,Mpesa,N3ZXLFMTFM,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,15B,Mpesa,2OZZTKETBZ,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,12B,Mpesa,JXXHVYYGZN,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,11B,Mpesa,IDKWHMNQMC,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,21A,Mpesa,SEPMRHHSJS,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7108,1X,Mpesa,3VMXXSRFA5,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7109,10B,Mpesa,VGQNLI3NGW,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,4A,Mpesa,WTLDUOKPPU,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,16B,Mpesa,FTQVUWCNME,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,4B,Mpesa,TSCWR3TBQ6,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,12A,Mpesa,CGS87QDMJY,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,1B,Mpesa,QDYDFNQFBD,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,6B,Mpesa,347QYKQTYX,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,9A,Mpesa,YKSPINMEY7,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,16A,Mpesa,MPT593TS1P,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,20A,Mpesa,OQ73WQ7PFL,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,19A,Mpesa,YMU2YPFD6F,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,14B,Mpesa,T23TIAA60V,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,13B,Mpesa,0PDX3A3B66,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,5B,Mpesa,VUWOOLJDQU,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,13A,Mpesa,M3WWQ11SNN,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,11A,Mpesa,KN51LC4WA7,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7108,5,Mpesa,JMSE2B8ZGZ,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7108,4,Mpesa,0MYN2SS6SJ,2018-03-04,11:03,Kisii,Nairobi,shuttle,11
7028,13B,Mpesa,5QJVDFEQO9,2017-12-10,7:12,Migori,Nairobi,Bus,49
7120,8B,Mpesa,1JDVJ15QVT,2017-12-10,7:11,Rongo,Nairobi,Bus,49
7120,7B,Mpesa,LRRGCHBL4P,2017-12-10,7:11,Rongo,Nairobi,Bus,49
7121,1X,Mpesa,C7CRI4LNAA,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7121,2,Mpesa,3IQYEKFGVG,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7121,9,Mpesa,WRTGSKST8V,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7121,5,Mpesa,NNYOBTJJTB,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7121,10,Mpesa,NPU2MM4Z9J,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7121,8,Mpesa,VL40EH8PO8,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7122,3,Mpesa,ADTJUFYA5P,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7121,4,Mpesa,MNVX4CFVCH,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7121,3,Mpesa,QUL36QYOYV,2018-03-04,11:02,Kisii,Nairobi,shuttle,11
7122,1X,Mpesa,AUCEXWFN3P,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,10,Mpesa,VNXF558RN9,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,9,Mpesa,50ODCBPSUQ,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,8,Mpesa,LUKPBUGBDN,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,6,Mpesa,Q5PQLKECFB,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,7,Mpesa,TOGQYCFBX6,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,2,Mpesa,2RDZCKPDYA,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,5,Mpesa,MZ5VSCVGUO,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,4,Mpesa,EQKCNSZGA1,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7122,1,Mpesa,JFRIIPYSO7,2018-03-04,11:01,Kisii,Nairobi,shuttle,11
7109,8B,Mpesa,ZEJKLK76BA,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7123,1,Mpesa,BD7CGPHG1H,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7123,10,Mpesa,L8KS5HSG2Q,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7123,9,Mpesa,JAFFHQ1M4D,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7123,8,Mpesa,XVEN7GLLCM,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7123,1X,Mpesa,4JVN9AMQM1,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7123,5,Mpesa,U8EBGRXXZM,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7124,1,Mpesa,5AIHGTCAWA,2018-03-04,10:59,Kisii,Nairobi,shuttle,11
7123,3,Mpesa,0ZZXAPYRAN,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7123,4,Mpesa,ZMJLGP5XDB,2018-03-04,11:00,Kisii,Nairobi,shuttle,11
7124,1X,Mpesa,C1WYI2WE6R,2018-03-04,10:59,Kisii,Nairobi,shuttle,11
7124,6,Mpesa,VZINZTB7JO,2018-03-04,10:59,Kisii,Nairobi,shuttle,11
7124,7,Mpesa,FKPHEE7MLD,2018-03-04,10:59,Kisii,Nairobi,shuttle,11
7124,8,Mpesa,L2GBUWXFBK,2018-03-04,10:59,Kisii,Nairobi,shuttle,11
7109,15A,Mpesa,EQRY7VKZHR,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7109,5A,Mpesa,15SKLWPML8,2018-03-04,19:04,Kisii,Nairobi,Bus,49
7124,10,Mpesa,5M9DCVLDOG,2018-03-04,10:59,Kisii,Nairobi,shuttle,11
7125,8B,Mpesa,JVXYUQZNAR,2017-12-11,7:14,Rongo,Nairobi,Bus,49
7126,10,Mpesa,ZNO6LMXS3O,2018-03-04,10:58,Kisii,Nairobi,shuttle,11
7126,9,Mpesa,MIMYABQO9G,2018-03-04,10:58,Kisii,Nairobi,shuttle,11
